simtype,modelm,name_levels,tree_levels,model_name,n
MutSel,m2,LAC,Green Plant,mtInv+F+G4,1
MutSel,m2,LAC,Green Plant,mtMet+F+I+G4,1
MutSel,m2,LAC,Green Plant,PMB+G4,1
MutSel,m2,LAC,Yeast,Blosum62+I+G4,1
MutSel,m2,LAC,Yeast,JTT+I,1
MutSel,m2,LAC,Yeast,mtMet+F+G4,1
MutSel,m2,LAC,Yeast,mtVer+F+I+G4,1
MutSel,m2,LAC,Yeast,PMB+I+G4,1
MutSel,m2,LAC,Yeast,WAG+F+I,1
MutSel,m2,LAC,Spiralia,DCMut+I+G4,1
MutSel,m2,LAC,Spiralia,FLU+G4,1
MutSel,m2,LAC,Spiralia,HIVb,1
MutSel,m2,LAC,Spiralia,HIVw+F+G4,1
MutSel,m2,LAC,Spiralia,HIVw+F+I+G4,1
MutSel,m2,LAC,Spiralia,HIVw+I+G4,1
MutSel,m2,LAC,Spiralia,JTT,1
MutSel,m2,LAC,Spiralia,JTT+F,1
MutSel,m2,LAC,Spiralia,LG+G4,1
MutSel,m2,LAC,Spiralia,LG+I+G4,1
MutSel,m2,LAC,Spiralia,mtVer+F+G4,1
MutSel,m2,LAC,Spiralia,PMB+G4,1
MutSel,m2,NP,Lassa Virus,mtMet+F+I+G4,1
MutSel,m2,NP,Lassa Virus,mtVer+F+I+G4,1
MutSel,m2,NP,Lassa Virus,WAG+F,1
MutSel,m2,NP,Mammals,FLU+F+G4,1
MutSel,m2,NP,Mammals,HIVw+G4,1
MutSel,m2,NP,Mammals,HIVw+I+G4,1
MutSel,m2,NP,Mammals,mtInv+F+G4,1
MutSel,m2,NP,Mammals,mtInv+F+I+G4,1
MutSel,m2,NP,Opisthokonta,Dayhoff+F+I+G4,1
MutSel,m2,NP,Opisthokonta,HIVw+F+G4,1
MutSel,m2,NP,Opisthokonta,JTT+I,1
MutSel,m2,NP,Opisthokonta,LG+F+G4,1
MutSel,m2,NP,Opisthokonta,mtVer+F+G4,1
MutSel,m2,NP,Aves,mtMet+F+G4,1
MutSel,m2,NP,Aves,mtVer+F+I+G4,1
MutSel,m2,NP,Ray-finned fish,cpREV+G4,1
MutSel,m2,NP,Ray-finned fish,cpREV+I+G4,1
MutSel,m2,NP,Ray-finned fish,HIVb+F+I,1
MutSel,m2,NP,Ray-finned fish,mtMet+F+I+G4,1
MutSel,m2,NP,Ray-finned fish,WAG+F+I,1
MutSel,m2,NP,Green Plant,HIVw+F+I+G4,1
MutSel,m2,NP,Green Plant,mtMet+F+G4,1
MutSel,m2,NP,Green Plant,WAG,1
MutSel,m2,NP,Green Plant,WAG+F,1
MutSel,m2,NP,Yeast,cpREV+G4,1
MutSel,m2,NP,Yeast,DCMut+F+I+G4,1
MutSel,m2,NP,Yeast,HIVb+I+G4,1
MutSel,m2,NP,Yeast,mtInv+F+G4,1
MutSel,m2,NP,Yeast,mtMet+F+I+G4,1
MutSel,m2,NP,Yeast,PMB+G4,1
MutSel,m2,NP,Yeast,WAG+F,1
MutSel,m2,NP,Spiralia,Dayhoff+F+G4,1
MutSel,m2,NP,Spiralia,DCMut+F+G4,1
MutSel,m2,NP,Spiralia,FLU+F+G4,1
MutSel,m2,NP,Spiralia,FLU+F+I+G4,1
MutSel,m2,NP,Spiralia,HIVb,1
MutSel,m2,NP,Spiralia,HIVb+F+I,1
MutSel,m2,NP,Spiralia,mtInv+F+I+G4,1
MutSel,m2,NP,Spiralia,mtVer+F+I+G4,1
MutSel,m2,HA,Lassa Virus,cpREV+G4,2
MutSel,m2,HA,Lassa Virus,cpREV+I+G4,2
MutSel,m2,HA,Lassa Virus,FLU+F+G4,2
MutSel,m2,HA,Lassa Virus,WAG+F,2
MutSel,m2,HA,Mammals,mtMet+F+G4,2
MutSel,m2,HA,Opisthokonta,HIVw+F+G4,2
MutSel,m2,HA,Opisthokonta,JTTDCMut,2
MutSel,m2,HA,Opisthokonta,PMB+F+G4,2
MutSel,m2,HA,Aves,cpREV+F+G4,2
MutSel,m2,HA,Aves,FLU+I+G4,2
MutSel,m2,HA,Aves,mtMet+F+G4,2
MutSel,m2,HA,Ray-finned fish,mtInv+F+G4,2
MutSel,m2,HA,Ray-finned fish,mtMet+F+G4,2
MutSel,m2,HA,Yeast,Dayhoff+F+G4,2
MutSel,m2,HA,Yeast,DCMut+F+I+G4,2
MutSel,m2,HA,Spiralia,DCMut+F+G4,2
MutSel,m2,HA,Spiralia,DCMut+F+I+G4,2
MutSel,m2,HA,Spiralia,HIVb+F,2
MutSel,m2,HIV,Lassa Virus,VT+I,2
MutSel,m2,HIV,Mammals,cpREV+F+G4,2
MutSel,m2,HIV,Mammals,HIVw+F,2
MutSel,m2,HIV,Opisthokonta,VT+G4,2
MutSel,m2,HIV,Aves,VT+F+I,2
MutSel,m2,HIV,Ray-finned fish,HIVw+G4,2
MutSel,m2,HIV,Ray-finned fish,VT+F,2
MutSel,m2,HIV,Ray-finned fish,VT+F+I,2
MutSel,m2,HIV,Yeast,cpREV+F,2
MutSel,m2,HIV,Yeast,DCMut+F+G4,2
MutSel,m2,HIV,Yeast,HIVb,2
MutSel,m2,HIV,Yeast,HIVw+F+G4,2
MutSel,m2,HIV,Yeast,PMB+F+G4,2
MutSel,m2,HIV,Spiralia,HIVw+F,2
MutSel,m2,HIV,Spiralia,HIVw+F+I,2
MutSel,m2,LAC,Lassa Virus,FLU+G4,2
MutSel,m2,LAC,Lassa Virus,HIVw+F+G4,2
MutSel,m2,LAC,Lassa Virus,mtInv+F+I+G4,2
MutSel,m2,LAC,Lassa Virus,VT+I,2
MutSel,m2,LAC,Mammals,DCMut+I+G4,2
MutSel,m2,LAC,Mammals,HIVb+F,2
MutSel,m2,LAC,Mammals,mtVer+F+G4,2
MutSel,m2,LAC,Opisthokonta,HIVw+F+I+G4,2
MutSel,m2,LAC,Opisthokonta,PMB+F+G4,2
MutSel,m2,LAC,Opisthokonta,PMB+F+I+G4,2
MutSel,m2,LAC,Aves,JTTDCMut+F,2
MutSel,m2,LAC,Ray-finned fish,mtInv+F+G4,2
MutSel,m2,LAC,Green Plant,JTT+F+I,2
MutSel,m2,LAC,Green Plant,PMB+I+G4,2
MutSel,m2,LAC,Yeast,Blosum62+G4,2
MutSel,m2,LAC,Yeast,JTT+F+I,2
MutSel,m2,LAC,Yeast,JTTDCMut+F+I,2
MutSel,m2,LAC,Yeast,mtInv+F+I+G4,2
MutSel,m2,LAC,Yeast,PMB+F+G4,2
MutSel,m2,LAC,Spiralia,FLU+I+G4,2
MutSel,m2,NP,Lassa Virus,cpREV+G4,2
MutSel,m2,NP,Lassa Virus,FLU+F+G4,2
MutSel,m2,NP,Lassa Virus,mtInv+F+G4,2
MutSel,m2,NP,Lassa Virus,WAG+I,2
MutSel,m2,NP,Opisthokonta,FLU+F+G4,2
MutSel,m2,NP,Opisthokonta,JTT,2
MutSel,m2,NP,Opisthokonta,JTTDCMut,2
MutSel,m2,NP,Opisthokonta,mtInv+F+G4,2
MutSel,m2,NP,Opisthokonta,mtMet+F+G4,2
MutSel,m2,NP,Opisthokonta,PMB+G4,2
MutSel,m2,NP,Aves,cpREV+F+G4,2
MutSel,m2,NP,Aves,cpREV+G4,2
MutSel,m2,NP,Aves,HIVw+G4,2
MutSel,m2,NP,Aves,mtVer+F+G4,2
MutSel,m2,NP,Ray-finned fish,FLU+G4,2
MutSel,m2,NP,Green Plant,DCMut+F+G4,2
MutSel,m2,NP,Green Plant,mtInv+F+G4,2
MutSel,m2,NP,Green Plant,VT+F,2
MutSel,m2,NP,Green Plant,VT+F+I,2
MutSel,m2,NP,Yeast,Dayhoff+F+G4,2
MutSel,m2,NP,Yeast,Dayhoff+F+I+G4,2
MutSel,m2,NP,Spiralia,cpREV+G4,2
MutSel,m2,NP,Spiralia,HIVw+G4,2
MutSel,m2,HA,Lassa Virus,VT+F+I,3
MutSel,m2,HA,Opisthokonta,PMB+G4,3
MutSel,m2,HA,Aves,WAG+F+I,3
MutSel,m2,HA,Ray-finned fish,WAG+F+I,3
MutSel,m2,HA,Green Plant,WAG,3
MutSel,m2,HA,Yeast,Dayhoff+F+I+G4,3
MutSel,m2,HA,Yeast,DCMut+F+G4,3
MutSel,m2,HIV,Mammals,FLU+F+G4,3
MutSel,m2,HIV,Opisthokonta,HIVb,3
MutSel,m2,HIV,Aves,HIVw+G4,3
MutSel,m2,HIV,Aves,WAG+I,3
MutSel,m2,HIV,Ray-finned fish,cpREV+F+G4,3
MutSel,m2,HIV,Ray-finned fish,WAG,3
MutSel,m2,HIV,Green Plant,VT,3
MutSel,m2,HIV,Spiralia,cpREV+G4,3
MutSel,m2,HIV,Spiralia,HIVw+G4,3
MutSel,m2,HIV,Spiralia,VT+F+I,3
MutSel,m2,LAC,Lassa Virus,PMB+I+G4,3
MutSel,m2,LAC,Opisthokonta,Blosum62+F+I+G4,3
MutSel,m2,LAC,Opisthokonta,DCMut+G4,3
MutSel,m2,LAC,Opisthokonta,PMB+I+G4,3
MutSel,m2,LAC,Aves,mtInv+F+I+G4,3
MutSel,m2,LAC,Ray-finned fish,JTT+F,3
MutSel,m2,LAC,Green Plant,HIVw+F+G4,3
MutSel,m2,LAC,Spiralia,Dayhoff+I+G4,3
MutSel,m2,LAC,Spiralia,DCMut+F+I+G4,3
MutSel,m2,NP,Lassa Virus,VT+F+I,3
MutSel,m2,NP,Mammals,mtMet+F+I+G4,3
MutSel,m2,NP,Opisthokonta,PMB+F+G4,3
MutSel,m2,NP,Aves,FLU+G4,3
MutSel,m2,NP,Aves,mtInv+F+G4,3
MutSel,m2,NP,Ray-finned fish,mtInv+F+G4,3
MutSel,m2,NP,Ray-finned fish,mtVer+F+G4,3
MutSel,m2,NP,Green Plant,cpREV+G4,3
MutSel,m2,NP,Yeast,cpREV+I+G4,3
MutSel,m2,NP,Yeast,mtMet+F+G4,3
MutSel,m2,NP,Yeast,PMB+I+G4,3
MutSel,m2,NP,Spiralia,mtVer+F+G4,3
MutSel,m2,HA,Opisthokonta,JTTDCMut+I,4
MutSel,m2,HA,Yeast,cpREV+G4,4
MutSel,m2,HIV,Lassa Virus,VT+G4,4
MutSel,m2,HIV,Ray-finned fish,VT+G4,4
MutSel,m2,HIV,Green Plant,WAG,4
MutSel,m2,HIV,Spiralia,WAG,4
MutSel,m2,LAC,Mammals,DCMut+F+I+G4,4
MutSel,m2,LAC,Aves,mtInv+F+G4,4
MutSel,m2,LAC,Yeast,Blosum62+F+G4,4
MutSel,m2,NP,Mammals,cpREV+G4,4
MutSel,m2,NP,Aves,WAG+F+I,4
MutSel,m2,HA,Lassa Virus,WAG+I,5
MutSel,m2,HA,Spiralia,FLU+G4,5
MutSel,m2,HIV,Lassa Virus,WAG,5
MutSel,m2,HIV,Aves,VT+G4,5
MutSel,m2,NP,Green Plant,FLU+F+G4,5
MutSel,m2,NP,Spiralia,mtMet+F+G4,5
MutSel,m2,HIV,Lassa Virus,cpREV+F+G4,6
MutSel,m2,HIV,Green Plant,FLU+F+G4,6
MutSel,m2,HIV,Green Plant,HIVw+F,6
MutSel,m2,HIV,Yeast,WAG+G4,6
MutSel,m2,NP,Lassa Virus,cpREV+I+G4,6
MutSel,m2,NP,Ray-finned fish,mtMet+F+G4,7
MutSel,m2,HA,Aves,FLU+G4,8
MutSel,m2,NP,Mammals,mtMet+F+G4,8
MutSel,m2,HIV,Mammals,VT+F,9
MutSel,m2,HA,Ray-finned fish,FLU+G4,11
MutSel,m2,HA,Green Plant,DCMut+F+G4,11
MutSel,m2,HA,Mammals,FLU+G4,13
MutSel,m2,HIV,Opisthokonta,Dayhoff+F+G4,14
MutSel,m3,HA,Lassa Virus,Dayhoff+G4,1
MutSel,m3,HA,Lassa Virus,Dayhoff+I+G4,1
MutSel,m3,HA,Lassa Virus,FLU+I,1
MutSel,m3,HA,Lassa Virus,LG+I+G4,1
MutSel,m3,HA,Lassa Virus,mtVer+F+I+G4,1
MutSel,m3,HA,Mammals,Blosum62+F+G4,1
MutSel,m3,HA,Mammals,Blosum62+F+I+G4,1
MutSel,m3,HA,Mammals,cpREV+F+I,1
MutSel,m3,HA,Mammals,FLU+F,1
MutSel,m3,HA,Mammals,mtREV+F+G4,1
MutSel,m3,HA,Mammals,mtREV+F+I+G4,1
MutSel,m3,HA,Opisthokonta,Dayhoff+F+I,1
MutSel,m3,HA,Opisthokonta,HIVw+F+I,1
MutSel,m3,HA,Opisthokonta,HIVw+G4,1
MutSel,m3,HA,Opisthokonta,mtREV+F+G4,1
MutSel,m3,HA,Opisthokonta,PMB,1
MutSel,m3,HA,Opisthokonta,rtREV+F+G4,1
MutSel,m3,HA,Aves,Blosum62+F+G4,1
MutSel,m3,HA,Aves,mtMet+G4,1
MutSel,m3,HA,Aves,mtREV+F+G4,1
MutSel,m3,HA,Aves,mtREV+F+I+G4,1
MutSel,m3,HA,Ray-finned fish,Blosum62+I+G4,1
MutSel,m3,HA,Ray-finned fish,cpREV+F+I,1
MutSel,m3,HA,Ray-finned fish,HIVw,1
MutSel,m3,HA,Ray-finned fish,HIVw+I,1
MutSel,m3,HA,Ray-finned fish,mtREV+F+G4,1
MutSel,m3,HA,Green Plant,Blosum62+G4,1
MutSel,m3,HA,Green Plant,cpREV+F,1
MutSel,m3,HA,Green Plant,FLU+F+I,1
MutSel,m3,HA,Green Plant,mtREV+F+G4,1
MutSel,m3,HA,Green Plant,PMB,1
MutSel,m3,HA,Yeast,Blosum62+F,1
MutSel,m3,HA,Yeast,Dayhoff+G4,1
MutSel,m3,HA,Yeast,Dayhoff+I+G4,1
MutSel,m3,HA,Yeast,DCMut+F,1
MutSel,m3,HA,Yeast,DCMut+F+I,1
MutSel,m3,HA,Yeast,DCMut+G4,1
MutSel,m3,HA,Yeast,DCMut+I+G4,1
MutSel,m3,HA,Yeast,FLU+G4,1
MutSel,m3,HA,Yeast,HIVb,1
MutSel,m3,HA,Yeast,mtVer+F+G4,1
MutSel,m3,HA,Yeast,rtREV+F+G4,1
MutSel,m3,HA,Spiralia,Blosum62+G4,1
MutSel,m3,HA,Spiralia,FLU+F,1
MutSel,m3,HA,Spiralia,FLU+F+I,1
MutSel,m3,HA,Spiralia,HIVw+F,1
MutSel,m3,HA,Spiralia,mtREV+F+G4,1
MutSel,m3,HIV,Lassa Virus,Blosum62+F+G4,1
MutSel,m3,HIV,Lassa Virus,Blosum62+F+I+G4,1
MutSel,m3,HIV,Lassa Virus,Dayhoff+F,1
MutSel,m3,HIV,Lassa Virus,Dayhoff+F+I,1
MutSel,m3,HIV,Lassa Virus,Dayhoff+F+I+G4,1
MutSel,m3,HIV,Lassa Virus,DCMut+F,1
MutSel,m3,HIV,Lassa Virus,HIVw,1
MutSel,m3,HIV,Lassa Virus,LG+F+G4,1
MutSel,m3,HIV,Lassa Virus,LG+F+I+G4,1
MutSel,m3,HIV,Lassa Virus,mtInv+F,1
MutSel,m3,HIV,Lassa Virus,mtInv+F+I,1
MutSel,m3,HIV,Lassa Virus,mtMet+F+I,1
MutSel,m3,HIV,Mammals,Dayhoff+I+G4,1
MutSel,m3,HIV,Mammals,DCMut+G4,1
MutSel,m3,HIV,Mammals,FLU,1
MutSel,m3,HIV,Mammals,FLU+I,1
MutSel,m3,HIV,Mammals,mtInv+F,1
MutSel,m3,HIV,Mammals,mtMet+F,1
MutSel,m3,HIV,Mammals,mtVer+F,1
MutSel,m3,HIV,Opisthokonta,Blosum62+G4,1
MutSel,m3,HIV,Opisthokonta,cpREV,1
MutSel,m3,HIV,Opisthokonta,Dayhoff+F,1
MutSel,m3,HIV,Aves,Blosum62+F+G4,1
MutSel,m3,HIV,Aves,Blosum62+F+I+G4,1
MutSel,m3,HIV,Aves,Dayhoff+I+G4,1
MutSel,m3,HIV,Aves,LG+F+I+G4,1
MutSel,m3,HIV,Aves,LG+G4,1
MutSel,m3,HIV,Aves,LG+I+G4,1
MutSel,m3,HIV,Aves,mtInv+F,1
MutSel,m3,HIV,Aves,mtREV+F+I+G4,1
MutSel,m3,HIV,Aves,mtVer+F+I+G4,1
MutSel,m3,HIV,Aves,PMB+F,1
MutSel,m3,HIV,Aves,PMB+I+G4,1
MutSel,m3,HIV,Ray-finned fish,Blosum62+F+G4,1
MutSel,m3,HIV,Ray-finned fish,mtVer+F,1
MutSel,m3,HIV,Ray-finned fish,PMB,1
MutSel,m3,HIV,Green Plant,LG+F+G4,1
MutSel,m3,HIV,Green Plant,mtInv+F,1
MutSel,m3,HIV,Green Plant,mtVer+F+G4,1
MutSel,m3,HIV,Green Plant,PMB+F,1
MutSel,m3,HIV,Yeast,LG+F+I,1
MutSel,m3,HIV,Yeast,mtInv+F,1
MutSel,m3,HIV,Spiralia,Dayhoff+I+G4,1
MutSel,m3,HIV,Spiralia,DCMut+F,1
MutSel,m3,HIV,Spiralia,FLU,1
MutSel,m3,HIV,Spiralia,FLU+F,1
MutSel,m3,HIV,Spiralia,LG+I+G4,1
MutSel,m3,HIV,Spiralia,mtREV+F+I+G4,1
MutSel,m3,HIV,Spiralia,PMB+F+I,1
MutSel,m3,LAC,Lassa Virus,cpREV,1
MutSel,m3,LAC,Lassa Virus,DCMut+I,1
MutSel,m3,LAC,Lassa Virus,FLU+I,1
MutSel,m3,LAC,Lassa Virus,HIVw+F+I,1
MutSel,m3,LAC,Lassa Virus,VT+F,1
MutSel,m3,LAC,Mammals,cpREV,1
MutSel,m3,LAC,Mammals,Dayhoff+F+I,1
MutSel,m3,LAC,Mammals,FLU+F,1
MutSel,m3,LAC,Mammals,FLU+F+I,1
MutSel,m3,LAC,Mammals,HIVw+F,1
MutSel,m3,LAC,Mammals,mtInv+I+G4,1
MutSel,m3,LAC,Mammals,mtMet+G4,1
MutSel,m3,LAC,Mammals,mtMet+I+G4,1
MutSel,m3,LAC,Mammals,mtREV+F+G4,1
MutSel,m3,LAC,Mammals,mtVer+I+G4,1
MutSel,m3,LAC,Mammals,VT,1
MutSel,m3,LAC,Opisthokonta,cpREV+F+I,1
MutSel,m3,LAC,Opisthokonta,cpREV+I,1
MutSel,m3,LAC,Opisthokonta,DCMut+F+I,1
MutSel,m3,LAC,Opisthokonta,HIVw+G4,1
MutSel,m3,LAC,Opisthokonta,mtMet+I+G4,1
MutSel,m3,LAC,Opisthokonta,mtZOA+F+I+G4,1
MutSel,m3,LAC,Opisthokonta,rtREV+G4,1
MutSel,m3,LAC,Opisthokonta,rtREV+I+G4,1
MutSel,m3,LAC,Opisthokonta,VT+F,1
MutSel,m3,LAC,Aves,Blosum62+F+G4,1
MutSel,m3,LAC,Aves,Blosum62+I+G4,1
MutSel,m3,LAC,Aves,cpREV,1
MutSel,m3,LAC,Aves,cpREV+F,1
MutSel,m3,LAC,Aves,Dayhoff+I,1
MutSel,m3,LAC,Aves,Dayhoff+I+G4,1
MutSel,m3,LAC,Aves,FLU+F,1
MutSel,m3,LAC,Aves,HIVw+F,1
MutSel,m3,LAC,Aves,HIVw+I,1
MutSel,m3,LAC,Aves,LG+I,1
MutSel,m3,LAC,Aves,mtMet+G4,1
MutSel,m3,LAC,Aves,mtREV+F+G4,1
MutSel,m3,LAC,Aves,PMB+F+I+G4,1
MutSel,m3,LAC,Aves,PMB+I,1
MutSel,m3,LAC,Ray-finned fish,cpREV,1
MutSel,m3,LAC,Ray-finned fish,cpREV+F,1
MutSel,m3,LAC,Ray-finned fish,cpREV+F+I,1
MutSel,m3,LAC,Ray-finned fish,Dayhoff+I,1
MutSel,m3,LAC,Ray-finned fish,FLU+F+I,1
MutSel,m3,LAC,Ray-finned fish,HIVw+F+I,1
MutSel,m3,LAC,Ray-finned fish,HIVw+I,1
MutSel,m3,LAC,Ray-finned fish,mtREV+F+G4,1
MutSel,m3,LAC,Ray-finned fish,PMB+I,1
MutSel,m3,LAC,Green Plant,FLU+F+I,1
MutSel,m3,LAC,Green Plant,HIVw+G4,1
MutSel,m3,LAC,Green Plant,HIVw+I+G4,1
MutSel,m3,LAC,Green Plant,rtREV+F+I+G4,1
MutSel,m3,LAC,Yeast,cpREV+F,1
MutSel,m3,LAC,Yeast,cpREV+F+I,1
MutSel,m3,LAC,Yeast,cpREV+I,1
MutSel,m3,LAC,Yeast,Dayhoff+F+I,1
MutSel,m3,LAC,Yeast,HIVb+F+I,1
MutSel,m3,LAC,Yeast,mtZOA+F+I+G4,1
MutSel,m3,LAC,Yeast,rtREV+G4,1
MutSel,m3,LAC,Yeast,VT,1
MutSel,m3,LAC,Yeast,VT+F,1
MutSel,m3,LAC,Yeast,WAG,1
MutSel,m3,LAC,Spiralia,Blosum62+G4,1
MutSel,m3,LAC,Spiralia,DCMut+I,1
MutSel,m3,LAC,Spiralia,LG+I,1
MutSel,m3,LAC,Spiralia,mtREV+F+G4,1
MutSel,m3,LAC,Spiralia,mtREV+F+I+G4,1
MutSel,m3,LAC,Spiralia,PMB,1
MutSel,m3,LAC,Spiralia,rtREV+F+I+G4,1
MutSel,m3,LAC,Spiralia,VT,1
MutSel,m3,NP,Lassa Virus,Blosum62+F+I+G4,1
MutSel,m3,NP,Lassa Virus,Blosum62+G4,1
MutSel,m3,NP,Lassa Virus,Blosum62+I+G4,1
MutSel,m3,NP,Lassa Virus,Dayhoff+F+I+G4,1
MutSel,m3,NP,Lassa Virus,Dayhoff+I+G4,1
MutSel,m3,NP,Lassa Virus,DCMut+F+I,1
MutSel,m3,NP,Lassa Virus,FLU+F,1
MutSel,m3,NP,Lassa Virus,LG+I+G4,1
MutSel,m3,NP,Lassa Virus,mtMet+F,1
MutSel,m3,NP,Lassa Virus,PMB,1
MutSel,m3,NP,Lassa Virus,PMB+I,1
MutSel,m3,NP,Mammals,Blosum62+F+G4,1
MutSel,m3,NP,Mammals,cpREV,1
MutSel,m3,NP,Mammals,cpREV+F,1
MutSel,m3,NP,Mammals,FLU+F,1
MutSel,m3,NP,Mammals,FLU+F+I,1
MutSel,m3,NP,Mammals,HIVw+F,1
MutSel,m3,NP,Mammals,HIVw+F+I,1
MutSel,m3,NP,Mammals,mtREV+F+I+G4,1
MutSel,m3,NP,Opisthokonta,cpREV,1
MutSel,m3,NP,Opisthokonta,Dayhoff+F,1
MutSel,m3,NP,Opisthokonta,HIVw+G4,1
MutSel,m3,NP,Opisthokonta,mtMet+F,1
MutSel,m3,NP,Opisthokonta,PMB,1
MutSel,m3,NP,Opisthokonta,PMB+F+I,1
MutSel,m3,NP,Opisthokonta,PMB+I,1
MutSel,m3,NP,Opisthokonta,rtREV+F+G4,1
MutSel,m3,NP,Aves,Blosum62+F+I+G4,1
MutSel,m3,NP,Aves,Blosum62+I+G4,1
MutSel,m3,NP,Aves,cpREV+F,1
MutSel,m3,NP,Aves,cpREV+I,1
MutSel,m3,NP,Aves,HIVw+I,1
MutSel,m3,NP,Aves,LG+G4,1
MutSel,m3,NP,Aves,mtMet+F,1
MutSel,m3,NP,Aves,mtREV+F+I+G4,1
MutSel,m3,NP,Aves,mtVer+F+I,1
MutSel,m3,NP,Ray-finned fish,cpREV,1
MutSel,m3,NP,Ray-finned fish,cpREV+F,1
MutSel,m3,NP,Ray-finned fish,FLU+F,1
MutSel,m3,NP,Ray-finned fish,HIVw+I,1
MutSel,m3,NP,Ray-finned fish,mtREV+F+I+G4,1
MutSel,m3,NP,Ray-finned fish,mtVer+F,1
MutSel,m3,NP,Green Plant,cpREV+I,1
MutSel,m3,NP,Green Plant,HIVw+F,1
MutSel,m3,NP,Green Plant,mtMet+F,1
MutSel,m3,NP,Green Plant,mtMet+F+I,1
MutSel,m3,NP,Green Plant,PMB+F,1
MutSel,m3,NP,Green Plant,PMB+F+I,1
MutSel,m3,NP,Yeast,Blosum62+F,1
MutSel,m3,NP,Yeast,cpREV,1
MutSel,m3,NP,Yeast,Dayhoff+I+G4,1
MutSel,m3,NP,Yeast,DCMut+F+I,1
MutSel,m3,NP,Yeast,DCMut+G4,1
MutSel,m3,NP,Yeast,mtInv+F,1
MutSel,m3,NP,Spiralia,Blosum62+I+G4,1
MutSel,m3,NP,Spiralia,HIVw+F,1
MutSel,m3,NP,Spiralia,HIVw+F+I,1
MutSel,m3,NP,Spiralia,mtMet+F+I,1
MutSel,m3,NP,Spiralia,mtVer+G4,1
MutSel,m3,HA,Lassa Virus,DCMut+I+G4,2
MutSel,m3,HA,Lassa Virus,PMB+I,2
MutSel,m3,HA,Mammals,FLU+F+I,2
MutSel,m3,HA,Opisthokonta,cpREV,2
MutSel,m3,HA,Opisthokonta,cpREV+I,2
MutSel,m3,HA,Opisthokonta,PMB+F,2
MutSel,m3,HA,Opisthokonta,rtREV+F+I+G4,2
MutSel,m3,HA,Aves,cpREV+F,2
MutSel,m3,HA,Aves,cpREV+F+I,2
MutSel,m3,HA,Ray-finned fish,Blosum62+F+I+G4,2
MutSel,m3,HA,Ray-finned fish,cpREV+F,2
MutSel,m3,HA,Ray-finned fish,FLU+F,2
MutSel,m3,HA,Yeast,cpREV,2
MutSel,m3,HA,Yeast,Dayhoff+F+I,2
MutSel,m3,HA,Yeast,rtREV+F+I+G4,2
MutSel,m3,HA,Spiralia,cpREV,2
MutSel,m3,HA,Spiralia,mtREV+F+I+G4,2
MutSel,m3,HIV,Mammals,Dayhoff+G4,2
MutSel,m3,HIV,Opisthokonta,DCMut+G4,2
MutSel,m3,HIV,Opisthokonta,mtREV+F+G4,2
MutSel,m3,HIV,Aves,Dayhoff+G4,2
MutSel,m3,HIV,Aves,FLU,2
MutSel,m3,HIV,Aves,PMB,2
MutSel,m3,HIV,Ray-finned fish,Blosum62+F+I+G4,2
MutSel,m3,HIV,Ray-finned fish,Dayhoff+G4,2
MutSel,m3,HIV,Ray-finned fish,DCMut+G4,2
MutSel,m3,HIV,Ray-finned fish,PMB+F,2
MutSel,m3,HIV,Green Plant,DCMut+G4,2
MutSel,m3,HIV,Green Plant,PMB,2
MutSel,m3,HIV,Yeast,mtREV+F+G4,2
MutSel,m3,HIV,Spiralia,Blosum62+F+G4,2
MutSel,m3,HIV,Spiralia,mtREV+F+G4,2
MutSel,m3,HIV,Spiralia,PMB,2
MutSel,m3,LAC,Lassa Virus,Blosum62+F+G4,2
MutSel,m3,LAC,Lassa Virus,LG+F+I,2
MutSel,m3,LAC,Lassa Virus,LG+I,2
MutSel,m3,LAC,Lassa Virus,PMB+I,2
MutSel,m3,LAC,Mammals,cpREV+F,2
MutSel,m3,LAC,Mammals,HIVw+F+I,2
MutSel,m3,LAC,Opisthokonta,mtMAM+F+G4,2
MutSel,m3,LAC,Opisthokonta,mtMAM+F+I+G4,2
MutSel,m3,LAC,Opisthokonta,PMB+I,2
MutSel,m3,LAC,Opisthokonta,VT,2
MutSel,m3,LAC,Aves,FLU+I,2
MutSel,m3,LAC,Aves,mtREV+F+I+G4,2
MutSel,m3,LAC,Aves,VT+F,2
MutSel,m3,LAC,Ray-finned fish,Blosum62+F+I+G4,2
MutSel,m3,LAC,Ray-finned fish,HIVw+F,2
MutSel,m3,LAC,Ray-finned fish,LG+I,2
MutSel,m3,LAC,Ray-finned fish,VT+F,2
MutSel,m3,LAC,Green Plant,cpREV,2
MutSel,m3,LAC,Green Plant,cpREV+I,2
MutSel,m3,LAC,Yeast,FLU+G4,2
MutSel,m3,LAC,Yeast,LG+I,2
MutSel,m3,LAC,Yeast,mtZOA+F+G4,2
MutSel,m3,LAC,Spiralia,cpREV+F,2
MutSel,m3,LAC,Spiralia,Dayhoff+I,2
MutSel,m3,LAC,Spiralia,rtREV+F+G4,2
MutSel,m3,LAC,Spiralia,VT+F,2
MutSel,m3,NP,Lassa Virus,Dayhoff+G4,2
MutSel,m3,NP,Lassa Virus,mtVer+F,2
MutSel,m3,NP,Lassa Virus,PMB+F+I,2
MutSel,m3,NP,Mammals,Blosum62+I+G4,2
MutSel,m3,NP,Opisthokonta,cpREV+F,2
